src,dst,edge_type,edge_source
TUR10-0001660,TUR10-0537940,HYPERNYM,SR
TUR10-0001660,TUR10-1254390,HYPONYM,SR
TUR10-0001660,TUR10-0529780,HYPONYM,SR
TUR10-0001660,TUR10-0285820,HYPONYM,SR
TUR10-0001660,TUR10-0916870,DERIVATION_RELATED,SR
TUR10-0001660,ENG31-06619692-n,SYNONYM,ILR
TUR10-0001660,ENG31-04898878-n,SYNONYM,ILR
TUR10-0001700,TUR10-0001720,DERIVATION_RELATED,SR
TUR10-0001720,TUR10-0226140,HYPERNYM,SR
TUR10-0001720,TUR10-0001700,DERIVATION_RELATED,SR
TUR10-0001730,TUR10-0141770,HYPONYM,SR
TUR10-0001730,TUR10-0663330,HYPONYM,SR
TUR10-0001730,TUR10-1247680,HYPERNYM,SR
TUR10-0001730,ENG31-07728127-n,SYNONYM,ILR
TUR10-0001760,TUR10-0713030,DERIVATION_RELATED,SR
TUR10-0001760,TUR10-0713040,DERIVATION_RELATED,SR
TUR10-0001760,TUR10-0889120,DERIVATION_RELATED,SR
TUR10-0001760,TUR10-0050950,DERIVATION_RELATED,SR
TUR10-0001760,ENG31-01140878-s,SYNONYM,ILR
TUR10-0001820,TUR10-0001870,DERIVATION_RELATED,SR
TUR10-0001830,TUR10-0252760,DERIVATION_RELATED,SR
TUR10-0001830,TUR10-0015050,DERIVATION_RELATED,SR
TUR10-0001850,TUR10-0398390,HYPERNYM,SR
TUR10-0001870,TUR10-0001820,DERIVATION_RELATED,SR
TUR10-0001870,TUR10-0055550,DERIVATION_RELATED,SR
TUR10-0001970,TUR10-0556740,DOMAIN_TOPIC,SR
TUR10-0001980,TUR10-0708190,DOMAIN_TOPIC,SR
TUR10-0001980,TUR10-0670660,HYPERNYM,SR
TUR10-0001990,TUR10-0015200,ANTONYM,SR
TUR10-0001990,TUR10-0003640,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-0144230,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-0144250,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-0388690,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-0388730,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-0388750,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-0406780,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-0917090,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-1147380,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-0772610,DERIVATION_RELATED,SR
TUR10-0001990,TUR10-1142530,DERIVATION_RELATED,SR
TUR10-0001990,ENG31-00982888-s,SYNONYM,ILR
TUR10-0002000,TUR10-0003640,DERIVATION_RELATED,SR
TUR10-0002000,TUR10-0388690,DERIVATION_RELATED,SR
TUR10-0002000,TUR10-0406780,DERIVATION_RELATED,SR
TUR10-0002000,TUR10-0917090,DERIVATION_RELATED,SR
TUR10-0002000,TUR10-1147380,DERIVATION_RELATED,SR
TUR10-0002010,TUR10-0222660,HYPONYM,SR
TUR10-0002010,TUR10-0003640,DERIVATION_RELATED,SR
TUR10-0002010,TUR10-0388690,DERIVATION_RELATED,SR
TUR10-0002010,TUR10-0406780,DERIVATION_RELATED,SR
TUR10-0002010,TUR10-0917090,DERIVATION_RELATED,SR
TUR10-0002010,TUR10-1147380,DERIVATION_RELATED,SR
TUR10-0002010,TUR10-1197130,HYPERNYM,SR
TUR10-0002010,ENG31-00556685-n,SYNONYM,ILR
TUR10-0002060,TUR10-0814090,HYPERNYM,SR
TUR10-0002070,TUR10-0556740,DOMAIN_TOPIC,SR
TUR10-0002070,TUR10-0681310,HYPERNYM,SR
TUR10-0002070,TUR10-0002110,DERIVATION_RELATED,SR
TUR10-0002070,TUR10-0002320,DERIVATION_RELATED,SR
TUR10-0002090,TUR10-1226310,HYPERNYM,SR
TUR10-0002090,TUR10-0002150,DERIVATION_RELATED,SR
TUR10-0002090,TUR10-0002350,DERIVATION_RELATED,SR
TUR10-0002090,TUR10-0002360,DERIVATION_RELATED,SR
TUR10-0002090,TUR10-0264750,DERIVATION_RELATED,SR
TUR10-0002100,TUR10-0002150,DERIVATION_RELATED,SR
TUR10-0002100,TUR10-0002330,DERIVATION_RELATED,SR
TUR10-0002100,TUR10-0002350,DERIVATION_RELATED,SR
TUR10-0002100,TUR10-0002360,DERIVATION_RELATED,SR
TUR10-0002100,TUR10-0264750,DERIVATION_RELATED,SR
TUR10-0002110,TUR10-0556740,DOMAIN_TOPIC,SR
TUR10-0002110,TUR10-0519950,HYPERNYM,SR
TUR10-0002110,TUR10-0002070,DERIVATION_RELATED,SR
TUR10-0002120,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0002120,TUR10-0109420,HYPERNYM,SR
TUR10-0002130,TUR10-0556740,DOMAIN_TOPIC,SR
TUR10-0002130,TUR10-0519950,HYPERNYM,SR
TUR10-0002150,TUR10-0002090,DERIVATION_RELATED,SR
TUR10-0002150,TUR10-0002100,DERIVATION_RELATED,SR
TUR10-0002150,TUR10-0378450,DERIVATION_RELATED,SR
TUR10-0002160,TUR10-1198110,HYPERNYM,SR
TUR10-0002170,TUR10-0187900,DERIVATION_RELATED,SR
TUR10-0002170,TUR10-0366540,DERIVATION_RELATED,SR
TUR10-0002170,TUR10-0517960,DERIVATION_RELATED,SR
TUR10-0002170,TUR10-0873570,DERIVATION_RELATED,SR
TUR10-0002170,TUR10-1250130,DERIVATION_RELATED,SR
TUR10-0002170,TUR10-0323890,DERIVATION_RELATED,SR
TUR10-0002170,TUR10-0002260,DERIVATION_RELATED,SR
TUR10-0002170,TUR10-0130490,DERIVATION_RELATED,SR
TUR10-0002170,TUR10-0917160,DERIVATION_RELATED,SR
TUR10-0002180,TUR10-0193020,DERIVATION_RELATED,SR
TUR10-0002180,TUR10-0755430,DERIVATION_RELATED,SR
TUR10-0002180,TUR10-0766690,DERIVATION_RELATED,SR
TUR10-0002180,TUR10-0361360,DERIVATION_RELATED,SR
TUR10-0002180,TUR10-0002260,DERIVATION_RELATED,SR
TUR10-0002180,TUR10-0130490,DERIVATION_RELATED,SR
TUR10-0002180,TUR10-0917160,DERIVATION_RELATED,SR
TUR10-0002190,TUR10-0269060,HYPERNYM,SR
TUR10-0002190,TUR10-0002260,DERIVATION_RELATED,SR
TUR10-0002190,TUR10-0130490,DERIVATION_RELATED,SR
TUR10-0002190,TUR10-0917160,DERIVATION_RELATED,SR
TUR10-0002200,TUR10-0747210,DOMAIN_TOPIC,SR
TUR10-0002200,TUR10-0253060,HYPERNYM,SR
TUR10-0002210,TUR10-0747210,DOMAIN_TOPIC,SR
TUR10-0002210,TUR10-0328460,HYPERNYM,SR
TUR10-0002240,TUR10-0815600,DOMAIN_TOPIC,SR
TUR10-0002240,TUR10-0050020,HYPERNYM,SR
TUR10-0002260,TUR10-0002170,DERIVATION_RELATED,SR
TUR10-0002260,TUR10-0002180,DERIVATION_RELATED,SR
TUR10-0002260,TUR10-0002190,DERIVATION_RELATED,SR
TUR10-0002280,TUR10-0747210,DOMAIN_TOPIC,SR
TUR10-0002280,TUR10-0533260,HYPERNYM,SR
TUR10-0002290,TUR10-0747210,DOMAIN_TOPIC,SR
TUR10-0002290,TUR10-0570320,HYPERNYM,SR
TUR10-0002290,TUR10-0622470,HYPONYM,SR
TUR10-0002300,TUR10-0183390,HYPERNYM,SR
TUR10-0002310,TUR10-0448060,HYPERNYM,SR
TUR10-0002320,TUR10-0556740,DOMAIN_TOPIC,SR
TUR10-0002320,TUR10-0519950,HYPERNYM,SR
TUR10-0002320,TUR10-0503550,DERIVATION_RELATED,SR
TUR10-0002320,TUR10-0002070,DERIVATION_RELATED,SR
TUR10-0002330,TUR10-0750480,HYPERNYM,SR
TUR10-0002330,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0002330,TUR10-0506460,DERIVATION_RELATED,SR
TUR10-0002330,TUR10-0002100,DERIVATION_RELATED,SR
TUR10-0002350,TUR10-0002090,DERIVATION_RELATED,SR
TUR10-0002350,TUR10-0002100,DERIVATION_RELATED,SR
TUR10-0002350,TUR10-0378450,DERIVATION_RELATED,SR
TUR10-0002360,TUR10-0002090,DERIVATION_RELATED,SR
TUR10-0002360,TUR10-0002100,DERIVATION_RELATED,SR
TUR10-0002360,TUR10-0378450,DERIVATION_RELATED,SR
TUR10-0002390,TUR10-0627750,HYPERNYM,SR
TUR10-0002400,TUR10-0275050,HYPERNYM,SR
TUR10-0002400,TUR10-0384010,HYPERNYM,SR
TUR10-0002400,TUR10-0682620,HYPONYM,SR
TUR10-0002400,TUR10-0002450,DERIVATION_RELATED,SR
TUR10-0002400,TUR10-0002460,DERIVATION_RELATED,SR
TUR10-0002400,ENG31-08073958-n,SYNONYM,ILR
TUR10-0002410,TUR10-0591960,HYPERNYM,SR
TUR10-0002420,TUR10-0734060,HYPERNYM,SR
TUR10-0002430,TUR10-0384570,HYPERNYM,SR
TUR10-0002430,ENG31-08073958-n,SYNONYM,ILR
TUR10-0002440,TUR10-0776350,DOMAIN_TOPIC,SR
TUR10-0002440,TUR10-1231260,HYPERNYM,SR
TUR10-0002440,TUR10-0002460,DERIVATION_RELATED,SR
TUR10-0002440,ENG31-10393500-n,SYNONYM,ILR
TUR10-0002450,TUR10-0002400,DERIVATION_RELATED,SR
TUR10-0002450,TUR10-0383950,HYPERNYM,SR
TUR10-0002460,TUR10-0495010,HYPERNYM,SR
TUR10-0002460,TUR10-0002400,DERIVATION_RELATED,SR
TUR10-0002460,TUR10-0002440,DERIVATION_RELATED,SR
TUR10-0002480,TUR10-1246960,HYPERNYM,SR
TUR10-0002480,TUR10-0277190,HYPONYM,SR
TUR10-0002480,TUR10-0230420,DERIVATION_RELATED,SR
TUR10-0002490,TUR10-0181700,HYPERNYM,SR
TUR10-0002490,TUR10-0002660,DERIVATION_RELATED,SR
TUR10-0002490,TUR10-0003100,DERIVATION_RELATED,SR
TUR10-0002490,TUR10-0003180,DERIVATION_RELATED,SR
TUR10-0002490,TUR10-0003470,DERIVATION_RELATED,SR
TUR10-0002490,TUR10-0387510,DERIVATION_RELATED,SR
TUR10-0002490,TUR10-1192410,DERIVATION_RELATED,SR
TUR10-0002510,TUR10-0873220,ANTONYM,SR
TUR10-0002510,TUR10-0756190,HYPERNYM,SR
TUR10-0002510,TUR10-0140210,HYPONYM,SR
TUR10-0002510,TUR10-0002660,DERIVATION_RELATED,SR
TUR10-0002510,TUR10-0215150,DERIVATION_RELATED,SR
TUR10-0002510,TUR10-0917560,DERIVATION_RELATED,SR
TUR10-0002510,TUR10-0917570,DERIVATION_RELATED,SR
TUR10-0002510,TUR10-1191650,DERIVATION_RELATED,SR
TUR10-0002510,TUR10-1192410,DERIVATION_RELATED,SR
TUR10-0002510,ENG31-07509503-n,SYNONYM,ILR
TUR10-0002510,ENG31-07549818-n,SYNONYM,ILR
TUR10-0002540,TUR10-0002660,DERIVATION_RELATED,SR
TUR10-0002540,TUR10-0003470,DERIVATION_RELATED,SR
TUR10-0002540,TUR10-1192410,DERIVATION_RELATED,SR
TUR10-0002540,ENG31-02407331-s,SYNONYM,ILR
TUR10-0002550,TUR10-0811860,DERIVATION_RELATED,SR
TUR10-0002550,TUR10-0090160,DERIVATION_RELATED,SR
TUR10-0002550,TUR10-0134600,DERIVATION_RELATED,SR
TUR10-0002550,TUR10-0002660,DERIVATION_RELATED,SR
TUR10-0002550,TUR10-0112370,DERIVATION_RELATED,SR
TUR10-0002550,TUR10-0267650,DERIVATION_RELATED,SR
TUR10-0002550,TUR10-0917560,DERIVATION_RELATED,SR
TUR10-0002550,TUR10-0917570,DERIVATION_RELATED,SR
TUR10-0002550,TUR10-1191650,DERIVATION_RELATED,SR
TUR10-0002550,TUR10-1192410,DERIVATION_RELATED,SR
TUR10-0002600,TUR10-0313390,HYPERNYM,SR
TUR10-0002600,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0002610,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0002610,TUR10-0675950,HYPERNYM,SR
TUR10-0002610,TUR10-0067510,DERIVATION_RELATED,SR
TUR10-0002610,TUR10-0100660,DERIVATION_RELATED,SR
TUR10-0002620,TUR10-0491560,HYPERNYM,SR
TUR10-0002640,TUR10-0073240,HYPERNYM,SR
TUR10-0002650,TUR10-0671590,HYPERNYM,SR
TUR10-0002650,TUR10-0336150,DOMAIN_TOPIC,SR
TUR10-0002650,TUR10-0074020,DERIVATION_RELATED,SR
TUR10-0002660,TUR10-0002490,DERIVATION_RELATED,SR
TUR10-0002660,TUR10-0002510,DERIVATION_RELATED,SR
TUR10-0002660,TUR10-0002540,DERIVATION_RELATED,SR
TUR10-0002660,TUR10-0002550,DERIVATION_RELATED,SR
TUR10-0002660,TUR10-0002890,DERIVATION_RELATED,SR
TUR10-0002660,TUR10-0100660,DERIVATION_RELATED,SR
TUR10-0002660,TUR10-0690530,DERIVATION_RELATED,SR
TUR10-0002670,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0002670,TUR10-0109420,HYPERNYM,SR
TUR10-0002720,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0002720,TUR10-0705340,HYPERNYM,SR
TUR10-0002730,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0002730,TUR10-0392840,HYPERNYM,SR
TUR10-0002730,TUR10-0342890,DERIVATION_RELATED,SR
TUR10-0002770,ENG31-00908403-s,SYNONYM,ILR
TUR10-0002780,ENG31-01369441-s,SYNONYM,ILR
TUR10-0002790,TUR10-0778510,DOMAIN_TOPIC,SR
TUR10-0002790,TUR10-0630450,HYPERNYM,SR
TUR10-0002820,TUR10-0219820,ANTONYM,SR
TUR10-0002820,TUR10-0002860,DERIVATION_RELATED,SR
TUR10-0002820,ENG31-01190677-v,SYNONYM,ILR
TUR10-0002830,TUR10-0070850,HYPERNYM,SR
TUR10-0002860,TUR10-0846030,ANTONYM,SR
TUR10-0002860,TUR10-0974570,HYPERNYM,SR
TUR10-0002860,TUR10-0002820,DERIVATION_RELATED,SR
TUR10-0002860,ENG31-01190273-v,SYNONYM,ILR
TUR10-0002870,TUR10-0498200,HYPERNYM,SR
TUR10-0002890,TUR10-0002660,DERIVATION_RELATED,SR
TUR10-0002890,TUR10-1192410,DERIVATION_RELATED,SR
TUR10-0002990,ENG31-01365303-s,SYNONYM,ILR
TUR10-0003060,TUR10-1192410,DERIVATION_RELATED,SR
TUR10-0003070,TUR10-0003230,DERIVATION_RELATED,SR
TUR10-0003070,TUR10-0003440,DERIVATION_RELATED,SR
TUR10-0003070,TUR10-0536630,DERIVATION_RELATED,SR
TUR10-0003070,TUR10-0917560,DERIVATION_RELATED,SR
TUR10-0003070,TUR10-0917570,DERIVATION_RELATED,SR
TUR10-0003070,TUR10-0917980,DERIVATION_RELATED,SR
TUR10-0003070,TUR10-1191650,DERIVATION_RELATED,SR
TUR10-0003090,TUR10-0003230,DERIVATION_RELATED,SR
TUR10-0003090,TUR10-0003440,DERIVATION_RELATED,SR
TUR10-0003090,TUR10-0536630,DERIVATION_RELATED,SR
TUR10-0003090,TUR10-0917560,DERIVATION_RELATED,SR
TUR10-0003090,TUR10-0917570,DERIVATION_RELATED,SR
TUR10-0003090,TUR10-0917980,DERIVATION_RELATED,SR
TUR10-0003090,TUR10-1191650,DERIVATION_RELATED,SR
TUR10-0003100,TUR10-0102540,HYPERNYM,SR
TUR10-0003100,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0003100,TUR10-0527110,DERIVATION_RELATED,SR
TUR10-0003100,TUR10-0002490,DERIVATION_RELATED,SR
TUR10-0003100,TUR10-0100660,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0375860,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0536630,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-1256170,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0132130,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0281330,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0284330,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0284370,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0917570,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-1028890,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-1191650,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-1198870,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0031980,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0227400,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0405460,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0750060,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0284390,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0550900,DERIVATION_RELATED,SR
TUR10-0003110,TUR10-0550910,DERIVATION_RELATED,SR
TUR10-0003120,TUR10-0536630,DERIVATION_RELATED,SR
TUR10-0003120,ENG31-00402381-r,SYNONYM,ILR
TUR10-0003170,TUR10-0085540,DERIVATION_RELATED,SR
TUR10-0003180,TUR10-0002490,DERIVATION_RELATED,SR
TUR10-0003180,TUR10-0100660,DERIVATION_RELATED,SR
TUR10-0003230,TUR10-0756190,HYPERNYM,SR
TUR10-0003230,TUR10-0252560,DERIVATION_RELATED,SR
TUR10-0003230,TUR10-0252580,DERIVATION_RELATED,SR
TUR10-0003230,TUR10-0252590,DERIVATION_RELATED,SR
TUR10-0003230,TUR10-0917270,DERIVATION_RELATED,SR
TUR10-0003230,TUR10-0003070,DERIVATION_RELATED,SR
TUR10-0003230,TUR10-0003090,DERIVATION_RELATED,SR
TUR10-0003260,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0003260,TUR10-0109420,HYPERNYM,SR
TUR10-0003290,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0003290,TUR10-0788930,HYPERNYM,SR
TUR10-0003290,TUR10-0767890,HYPONYM,SR
TUR10-0003290,TUR10-0788900,DERIVATION_RELATED,SR
TUR10-0003290,TUR10-0822630,DERIVATION_RELATED,SR
TUR10-0003300,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0003300,TUR10-0182590,HYPONYM,SR
TUR10-0003300,TUR10-0398430,HYPONYM,SR
TUR10-0003300,TUR10-0528340,HYPONYM,SR
TUR10-0003300,TUR10-0658250,HYPONYM,SR
TUR10-0003300,TUR10-0661740,HYPONYM,SR
TUR10-0003300,TUR10-1241280,HYPERNYM,SR
TUR10-0003300,TUR10-0040210,HYPONYM,SR
TUR10-0003300,TUR10-0017160,HYPONYM,SR
TUR10-0003300,TUR10-0474490,HYPONYM,SR
TUR10-0003300,TUR10-0481040,HYPONYM,SR
TUR10-0003300,TUR10-0154760,HYPONYM,SR
TUR10-0003300,TUR10-0048910,HYPONYM,SR
TUR10-0003300,TUR10-0075260,HYPONYM,SR
TUR10-0003300,TUR10-0148740,DERIVATION_RELATED,SR
TUR10-0003300,TUR10-0643870,DERIVATION_RELATED,SR
TUR10-0003300,TUR10-0658250,DERIVATION_RELATED,SR
TUR10-0003300,TUR10-1222580,DERIVATION_RELATED,SR
TUR10-0003300,ENG31-14918291-n,SYNONYM,ILR
TUR10-0003300,ENG31-14918632-n,SYNONYM,ILR
TUR10-0003350,TUR10-0505340,HYPERNYM,SR
TUR10-0003360,TUR10-0359900,HYPERNYM,SR
TUR10-0003430,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0003430,TUR10-1014050,HYPERNYM,SR
TUR10-0003440,TUR10-0536630,ALSO_SEE,SR
TUR10-0003440,TUR10-0932620,ATTRIBUTE,SR
TUR10-0003440,TUR10-0269060,HYPERNYM,SR
TUR10-0003440,TUR10-0003070,DERIVATION_RELATED,SR
TUR10-0003440,TUR10-0003090,DERIVATION_RELATED,SR
TUR10-0003470,TUR10-0459220,HYPERNYM,SR
TUR10-0003470,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0003470,TUR10-0859540,DERIVATION_RELATED,SR
TUR10-0003470,TUR10-0002490,DERIVATION_RELATED,SR
TUR10-0003470,TUR10-0002540,DERIVATION_RELATED,SR
TUR10-0003480,TUR10-0821430,HYPERNYM,SR
TUR10-0003480,ENG31-07304311-n,SYNONYM,ILR
TUR10-0003520,TUR10-0730960,HYPERNYM,SR
TUR10-0003540,TUR10-0394030,HYPERNYM,SR
TUR10-0003540,TUR10-0000990,DERIVATION_RELATED,SR
TUR10-0003540,TUR10-0044080,DERIVATION_RELATED,SR
TUR10-0003540,TUR10-0323890,DERIVATION_RELATED,SR
TUR10-0003540,TUR10-1247040,DERIVATION_RELATED,SR
TUR10-0003540,TUR10-0003590,DERIVATION_RELATED,SR
TUR10-0003540,TUR10-0918060,DERIVATION_RELATED,SR
TUR10-0003540,TUR10-0918080,DERIVATION_RELATED,SR
TUR10-0003540,ENG31-05656092-n,SYNONYM,ILR
TUR10-0003550,TUR10-0349630,DOMAIN_TOPIC,SR
TUR10-0003550,TUR10-1239510,HYPERNYM,SR
TUR10-0003550,ENG31-14501875-n,SYNONYM,ILR
TUR10-0003560,TUR10-0120760,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-0100890,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-0138260,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-0132650,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-0312300,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-0498190,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-0044080,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-0086300,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-0086310,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-0312640,DERIVATION_RELATED,SR
TUR10-0003560,TUR10-1210190,DERIVATION_RELATED,SR
TUR10-0003590,TUR10-0003540,DERIVATION_RELATED,SR
TUR10-0003590,TUR10-0044080,DERIVATION_RELATED,SR
TUR10-0003590,TUR10-1247040,DERIVATION_RELATED,SR
TUR10-0003620,TUR10-1231730,HYPERNYM,SR
TUR10-0003630,TUR10-1231730,HYPERNYM,SR
TUR10-0003640,TUR10-0001990,DERIVATION_RELATED,SR
TUR10-0003640,TUR10-0002000,DERIVATION_RELATED,SR
TUR10-0003640,TUR10-0002010,DERIVATION_RELATED,SR
TUR10-0003640,TUR10-0388690,DERIVATION_RELATED,SR
TUR10-0003640,TUR10-0456500,DERIVATION_RELATED,SR
TUR10-0003640,TUR10-0652350,DERIVATION_RELATED,SR
TUR10-0003640,TUR10-0760200,DERIVATION_RELATED,SR
TUR10-0003640,TUR10-0456440,DERIVATION_RELATED,SR
TUR10-0003640,TUR10-0456460,DERIVATION_RELATED,SR
TUR10-0003640,ENG31-00327506-s,SYNONYM,ILR
TUR10-0003670,TUR10-0392840,HYPERNYM,SR
TUR10-0003670,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0003680,TUR10-0086000,HYPERNYM,SR
TUR10-0003690,TUR10-0776350,DOMAIN_TOPIC,SR
TUR10-0003690,TUR10-0003720,DERIVATION_RELATED,SR
TUR10-0003690,TUR10-1249740,DERIVATION_RELATED,SR
TUR10-0003690,TUR10-0568620,HYPERNYM,SR
TUR10-0003700,TUR10-0776350,DOMAIN_TOPIC,SR
TUR10-0003700,TUR10-0003720,DERIVATION_RELATED,SR
TUR10-0003700,TUR10-1249740,DERIVATION_RELATED,SR
TUR10-0003700,TUR10-0693890,HYPERNYM,SR
TUR10-0003710,TUR10-0776350,DOMAIN_TOPIC,SR
TUR10-0003710,TUR10-1245930,HYPERNYM,SR
TUR10-0003710,TUR10-0003720,DERIVATION_RELATED,SR
TUR10-0003710,TUR10-1249740,DERIVATION_RELATED,SR
TUR10-0003710,ENG31-13322642-n,SYNONYM,ILR
TUR10-0003720,TUR10-0806390,HYPERNYM,SR
TUR10-0003720,TUR10-0003690,DERIVATION_RELATED,SR
TUR10-0003720,TUR10-0003700,DERIVATION_RELATED,SR
TUR10-0003720,TUR10-0003710,DERIVATION_RELATED,SR
TUR10-0003730,TUR10-0219630,ANTONYM,SR
TUR10-0003730,ENG31-01272183-a,SYNONYM,ILR
TUR10-0003750,TUR10-0219580,DERIVATION_RELATED,SR
TUR10-0003750,TUR10-0219820,DERIVATION_RELATED,SR
TUR10-0003750,TUR10-0410320,DERIVATION_RELATED,SR
TUR10-0003750,TUR10-0742350,DERIVATION_RELATED,SR
TUR10-0003750,TUR10-0072340,DERIVATION_RELATED,SR
TUR10-0003750,TUR10-0308070,DERIVATION_RELATED,SR
TUR10-0003750,TUR10-0308080,DERIVATION_RELATED,SR
TUR10-0003760,TUR10-0340560,ANTONYM,SR
TUR10-0003760,TUR10-0364720,DERIVATION_RELATED,SR
TUR10-0003760,TUR10-0729380,DERIVATION_RELATED,SR
TUR10-0003760,TUR10-0742110,DERIVATION_RELATED,SR
TUR10-0003760,TUR10-0048420,DERIVATION_RELATED,SR
TUR10-0003760,TUR10-0205320,DERIVATION_RELATED,SR
TUR10-0003760,ENG31-02575716-a,SYNONYM,ILR
TUR10-0003760,ENG31-00814485-a,SYNONYM,ILR
TUR10-0003780,TUR10-1212910,HYPERNYM,SR
TUR10-0003780,TUR10-0777530,HYPONYM,SR
TUR10-0003790,TUR10-1212910,HYPERNYM,SR
TUR10-0003790,TUR10-0034580,HYPONYM,SR
TUR10-0003820,TUR10-0770650,DOMAIN_TOPIC,SR
TUR10-0003820,TUR10-0127350,ANTONYM,SR
TUR10-0003820,TUR10-0424410,HYPERNYM,SR
TUR10-0003860,TUR10-0109440,DOMAIN_TOPIC,SR
TUR10-0003860,TUR10-0470090,HYPERNYM,SR
TUR10-0003860,ENG31-12265836-n,SYNONYM,ILR
TUR10-0003910,TUR10-0038290,HYPERNYM,SR
TUR10-0003910,TUR10-0601790,HYPONYM,SR
TUR10-0003910,TUR10-0292030,HYPONYM,SR
TUR10-0003910,TUR10-0637420,HYPONYM,SR
TUR10-0003910,TUR10-0005580,DERIVATION_RELATED,SR
TUR10-0003910,ENG31-06220098-n,SYNONYM,ILR
TUR10-0003950,TUR10-0032580,HYPERNYM,SR
TUR10-0003960,TUR10-0032580,HYPERNYM,SR
TUR10-0003970,TUR10-0411810,ANTONYM,SR
TUR10-0003970,TUR10-1233640,DERIVATION_RELATED,SR
TUR10-0003970,ENG31-01657344-a,SYNONYM,ILR
TUR10-0003980,TUR10-0639250,DERIVATION_RELATED,SR
TUR10-0003980,TUR10-0005180,DERIVATION_RELATED,SR
TUR10-0003980,ENG31-01626483-a,SYNONYM,ILR
TUR10-0003980,ENG31-01920489-s,SYNONYM,ILR
TUR10-0003980,ENG31-02533823-s,SYNONYM,ILR
TUR10-0003990,TUR10-0665220,DERIVATION_RELATED,SR
TUR10-0003990,ENG31-00783570-s,SYNONYM,ILR
TUR10-0004020,TUR10-0654990,DERIVATION_RELATED,SR
TUR10-0004020,TUR10-0700690,DERIVATION_RELATED,SR
TUR10-0004040,TUR10-0004930,DERIVATION_RELATED,SR
TUR10-0004040,TUR10-0389810,DERIVATION_RELATED,SR
TUR10-0004040,TUR10-0389830,DERIVATION_RELATED,SR
TUR10-0004040,TUR10-0793950,DERIVATION_RELATED,SR
TUR10-0004040,TUR10-0918650,DERIVATION_RELATED,SR
TUR10-0004040,ENG31-00429900-a,SYNONYM,ILR
TUR10-0004060,TUR10-0005180,DERIVATION_RELATED,SR
TUR10-0004070,TUR10-0479090,ANTONYM,SR
TUR10-0004070,TUR10-0004850,DERIVATION_RELATED,SR
TUR10-0004070,ENG31-00410069-s,SYNONYM,ILR
TUR10-0004070,ENG31-00409737-a,SYNONYM,ILR
TUR10-0004080,TUR10-0389830,DERIVATION_RELATED,SR
TUR10-0004080,TUR10-0665220,DERIVATION_RELATED,SR
TUR10-0004100,TUR10-0004270,DERIVATION_RELATED,SR
TUR10-0004100,TUR10-0389810,DERIVATION_RELATED,SR
